Name,Data
Cell_1_Voltage,3.7721248646338696
Cell_2_Voltage,3.8040860527943496
Cell_3_Voltage,3.777315554535736
Cell_4_Voltage,3.8152356908169254
Cell_5_Voltage,3.7571973095564712
Cell_6_Voltage,3.75161718201137
Cell_7_Voltage,3.80463217654192
Cell_8_Voltage,3.7679300855812055
Cell_9_Voltage,3.8742530303001934
Cell_10_Voltage,3.8126405642542944
Cell_11_Voltage,3.8223132403535374
Temp_1,59.19653593187402
Temp_2,54.774135207761816
Temp_3,59.96909439719051
Temp_4,59.80776879479471
Temp_5,55.306636905230235
Temp_6,57.52072289744657
Temp_7,55.622432396036395
Temp_8,55.074988778028114
Module_SOC,66.35867993469601
Module_Max_Voltage,3.8742530303001934
Module_Min_Voltage,3.75161718201137
Module_Max_Temp,59.96909439719051
Module_Avg_Temp,57.159039413545294
Module_Status,9
