Name,Data
Cell_1_Voltage,3.397086341800876
Cell_2_Voltage,3.468529516176358
Cell_3_Voltage,3.374525861833171
Cell_4_Voltage,3.446968017073902
Cell_5_Voltage,3.4149078675029347
Cell_6_Voltage,3.3742837891697373
Cell_7_Voltage,3.3791325282844027
Cell_8_Voltage,3.309196516125238
Cell_9_Voltage,3.345378377653693
Cell_10_Voltage,3.3893884368525393
Cell_11_Voltage,3.39246552129371
Temp_1,58.805541838004245
Temp_2,57.563745058297
Temp_3,58.27244646884068
Temp_4,58.05488539861322
Temp_5,57.57340748389224
Temp_6,60
Temp_7,57.68439913612066
Temp_8,59.33070789946319
Module_SOC,32.51411192247392
Module_Max_Voltage,3.468529516176358
Module_Min_Voltage,3.309196516125238
Module_Max_Temp,60
Module_Avg_Temp,58.410641660403904
Module_Status,9
