Name,Data
Cell_1_Voltage,3.8580566549308735
Cell_2_Voltage,3.8180701160820574
Cell_3_Voltage,3.852798858047548
Cell_4_Voltage,3.888660097798258
Cell_5_Voltage,3.8852839835971467
Cell_6_Voltage,3.751741831071293
Cell_7_Voltage,3.7838214417230724
Cell_8_Voltage,3.7581497089050098
Cell_9_Voltage,3.848603602040019
Cell_10_Voltage,3.778565207600134
Cell_11_Voltage,3.8001758034072144
Temp_1,59.98471640053995
Temp_2,57.79637245736778
Temp_3,59.36432990150305
Temp_4,56.24875224769545
Temp_5,58.59673894088369
Temp_6,57.925332980160505
Temp_7,58.81409479162975
Temp_8,58.49131852392412
Module_SOC,68.36308564547444
Module_Max_Voltage,3.888660097798258
Module_Min_Voltage,3.751741831071293
Module_Max_Temp,59.98471640053995
Module_Avg_Temp,58.402707030463034
Module_Status,9
