Name,Data
Cell_1_Voltage,3.019758291635716
Cell_2_Voltage,3.003093578694158
Cell_3_Voltage,3.0212866781294
Cell_4_Voltage,3.0471529113214966
Cell_5_Voltage,3.0162031522880177
Cell_6_Voltage,3.007696182507624
Cell_7_Voltage,3.037027654040532
Cell_8_Voltage,3.0048565145286226
Cell_9_Voltage,3.002574096586466
Cell_10_Voltage,3.0193251218067187
Cell_11_Voltage,3.0157590922941724
Temp_1,57.60579863152733
Temp_2,56.727886779521086
Temp_3,58.496848673238134
Temp_4,59.65770879909256
Temp_5,59.08147639669547
Temp_6,56.641488157462646
Temp_7,55.308790030965895
Temp_8,59.0470239917507
Module_SOC,1.4752520744918396
Module_Max_Voltage,3.0471529113214966
Module_Min_Voltage,3.002574096586466
Module_Max_Temp,59.65770879909256
Module_Avg_Temp,57.82087768253173
Module_Status,13
