Name,Data
Cell_1_Voltage,3.50168672648605
Cell_2_Voltage,3.5316613215251462
Cell_3_Voltage,3.493622068732987
Cell_4_Voltage,3.4554950969401994
Cell_5_Voltage,3.4293013232928824
Cell_6_Voltage,3.499223736929953
Cell_7_Voltage,3.5159820713564516
Cell_8_Voltage,3.4321863128338954
Cell_9_Voltage,3.4759424343864067
Cell_10_Voltage,3.4295410438978378
Cell_11_Voltage,3.4339439396114284
Temp_1,59.542124690291516
Temp_2,58.658819389843345
Temp_3,58.93694397262251
Temp_4,57.749322021358076
Temp_5,59.334828820005065
Temp_6,59.395797136520535
Temp_7,59.943283141641835
Temp_8,59.78947318466147
Module_SOC,39.38322784843366
Module_Max_Voltage,3.5316613215251462
Module_Min_Voltage,3.4293013232928824
Module_Max_Temp,59.943283141641835
Module_Avg_Temp,59.16882404461804
Module_Status,9
