Name,Data
Cell_1_Voltage,3.4641284352003563
Cell_2_Voltage,3.442504495660003
Cell_3_Voltage,3.369101462456881
Cell_4_Voltage,3.4702050283706796
Cell_5_Voltage,3.442938218301696
Cell_6_Voltage,3.548614531199444
Cell_7_Voltage,3.459178126367415
Cell_8_Voltage,3.4553010485142135
Cell_9_Voltage,3.4126922232483006
Cell_10_Voltage,3.438010832778053
Cell_11_Voltage,3.415853475339876
Temp_1,58.41325034255994
Temp_2,58.48285592547002
Temp_3,57.133790984066934
Temp_4,57.6257716200944
Temp_5,59.48772929740422
Temp_6,58.71834506745653
Temp_7,57.82428889586262
Temp_8,59.30367138352925
Module_SOC,37.261574829067555
Module_Max_Voltage,3.548614531199444
Module_Min_Voltage,3.369101462456881
Module_Max_Temp,59.48772929740422
Module_Avg_Temp,58.37371293955549
Module_Status,9
