Name,Data
Cell_1_Voltage,3.4648763316524267
Cell_2_Voltage,3.39870546997413
Cell_3_Voltage,3.3238061507794923
Cell_4_Voltage,3.3550869199806086
Cell_5_Voltage,3.521084782935925
Cell_6_Voltage,3.4075193270690094
Cell_7_Voltage,3.458908288849609
Cell_8_Voltage,3.4594097251029994
Cell_9_Voltage,3.4842635699358686
Cell_10_Voltage,3.4115183984854665
Cell_11_Voltage,3.448895683139037
Temp_1,57.10460423014318
Temp_2,57.1301727465044
Temp_3,59.89773308309543
Temp_4,59.019207588962736
Temp_5,58.36515545458747
Temp_6,57.36218566601532
Temp_7,54.45942894838902
Temp_8,59.853470181142455
Module_SOC,35.86420187806494
Module_Max_Voltage,3.521084782935925
Module_Min_Voltage,3.3238061507794923
Module_Max_Temp,59.89773308309543
Module_Avg_Temp,57.898994737355004
Module_Status,9
