Name,Data
Cell_1_Voltage,3.3122191057267383
Cell_2_Voltage,3.397524251470598
Cell_3_Voltage,3.4216021566275026
Cell_4_Voltage,3.42277142105733
Cell_5_Voltage,3.3945977684485555
Cell_6_Voltage,3.3096795139807753
Cell_7_Voltage,3.357384732007028
Cell_8_Voltage,3.415308175034886
Cell_9_Voltage,3.3785564613366708
Cell_10_Voltage,3.3925318865588037
Cell_11_Voltage,3.4332260315042595
Temp_1,57.652379890546236
Temp_2,57.198188564090266
Temp_3,60
Temp_4,57.606703436231655
Temp_5,58.75624188217855
Temp_6,59.750963740611304
Temp_7,55.782258032334646
Temp_8,59.398267980250104
Module_SOC,32.086375028432926
Module_Max_Voltage,3.4332260315042595
Module_Min_Voltage,3.3096795139807753
Module_Max_Temp,60
Module_Avg_Temp,58.268125440780345
Module_Status,9
