Name,Data
Cell_1_Voltage,3.907879511440136
Cell_2_Voltage,3.9499301575358143
Cell_3_Voltage,3.900180961083792
Cell_4_Voltage,3.9352417674066364
Cell_5_Voltage,3.922273351290377
Cell_6_Voltage,3.8921158536056097
Cell_7_Voltage,3.875069686793325
Cell_8_Voltage,3.9093545469716604
Cell_9_Voltage,3.870945091886779
Cell_10_Voltage,3.8619297960586145
Cell_11_Voltage,3.9633016354821877
Temp_1,59.25652727203963
Temp_2,59.54686960872467
Temp_3,57.35412447057778
Temp_4,59.024219487707924
Temp_5,59.91389884309334
Temp_6,58.60290101584294
Temp_7,59.332288840299256
Temp_8,58.11878666763109
Module_SOC,75.66835120874948
Module_Max_Voltage,3.9633016354821877
Module_Min_Voltage,3.8619297960586145
Module_Max_Temp,59.91389884309334
Module_Avg_Temp,58.89370202573958
Module_Status,9
