Name,Data
Cell_1_Voltage,3.5324318587434944
Cell_2_Voltage,3.44720442557357
Cell_3_Voltage,3.550339558526357
Cell_4_Voltage,3.5853509514975874
Cell_5_Voltage,3.5245543777412607
Cell_6_Voltage,3.4893036338853687
Cell_7_Voltage,3.515329415813891
Cell_8_Voltage,3.472653491866292
Cell_9_Voltage,3.612245693676891
Cell_10_Voltage,3.4663963223072454
Cell_11_Voltage,3.5631356306579596
Temp_1,58.66031935257497
Temp_2,57.964160709160595
Temp_3,58.83880215627269
Temp_4,59.745004664803325
Temp_5,58.934256100918766
Temp_6,59.60111642162474
Temp_7,57.61042408888631
Temp_8,59.590051484571006
Module_SOC,43.62837394159025
Module_Max_Voltage,3.612245693676891
Module_Min_Voltage,3.44720442557357
Module_Max_Temp,59.745004664803325
Module_Avg_Temp,58.868016872351554
Module_Status,9
