Name,Data
Cell_1_Voltage,3.856837603577879
Cell_2_Voltage,3.8160737859074128
Cell_3_Voltage,3.8536273071035754
Cell_4_Voltage,3.8867571642577365
Cell_5_Voltage,3.886989927856509
Cell_6_Voltage,3.7517287821925205
Cell_7_Voltage,3.784789974959263
Cell_8_Voltage,3.7575010918060436
Cell_9_Voltage,3.846615531118857
Cell_10_Voltage,3.778009660795172
Cell_11_Voltage,3.7992935888727937
Temp_1,59.984894748686315
Temp_2,57.80722788863301
Temp_3,59.33164220116389
Temp_4,56.25311291942606
Temp_5,58.58230408463796
Temp_6,57.845058965463075
Temp_7,58.80384617350192
Temp_8,58.567885730806054
Module_SOC,68.31988195793764
Module_Max_Voltage,3.886989927856509
Module_Min_Voltage,3.7517287821925205
Module_Max_Temp,59.984894748686315
Module_Avg_Temp,58.39699658903979
Module_Status,9
