Name,Data
Cell_1_Voltage,3.500196955560316
Cell_2_Voltage,3.53067556937069
Cell_3_Voltage,3.4952461273931132
Cell_4_Voltage,3.4561688204830743
Cell_5_Voltage,3.4312119588078014
Cell_6_Voltage,3.4983843228379494
Cell_7_Voltage,3.5141581394662165
Cell_8_Voltage,3.4310921768157816
Cell_9_Voltage,3.475138500791611
Cell_10_Voltage,3.4306086376531346
Cell_11_Voltage,3.4350792746906964
Temp_1,59.53078114284574
Temp_2,58.59223380329604
Temp_3,59.025761532082434
Temp_4,57.65306050732333
Temp_5,59.32857469886804
Temp_6,59.35806509783381
Temp_7,59.867554113880914
Temp_8,59.69531183144101
Module_SOC,39.378488514169554
Module_Max_Voltage,3.53067556937069
Module_Min_Voltage,3.4306086376531346
Module_Max_Temp,59.867554113880914
Module_Avg_Temp,59.13141784094641
Module_Status,9
