Name,Data
Cell_1_Voltage,3.9062180679813996
Cell_2_Voltage,3.948061322763919
Cell_3_Voltage,3.9009205447981588
Cell_4_Voltage,3.935780357240841
Cell_5_Voltage,3.9238580358335278
Cell_6_Voltage,3.8901343716617394
Cell_7_Voltage,3.8736087177095038
Cell_8_Voltage,3.907553915784393
Cell_9_Voltage,3.869030979236162
Cell_10_Voltage,3.8631183515900065
Cell_11_Voltage,3.9644983355498185
Temp_1,59.24166473792194
Temp_2,59.52324251352252
Temp_3,57.373618624383695
Temp_4,59.01166144779667
Temp_5,59.826121959356314
Temp_6,58.66341555616186
Temp_7,59.430837614643956
Temp_8,58.11508582602207
Module_SOC,75.62714394052628
Module_Max_Voltage,3.9644983355498185
Module_Min_Voltage,3.8631183515900065
Module_Max_Temp,59.826121959356314
Module_Avg_Temp,58.89820603497613
Module_Status,9
