Name,Data
Cell_1_Voltage,3.466451469788472
Cell_2_Voltage,3.3992512100616286
Cell_3_Voltage,3.322784595578341
Cell_4_Voltage,3.3541276066263226
Cell_5_Voltage,3.5196188133471336
Cell_6_Voltage,3.408570706056356
Cell_7_Voltage,3.460789890506077
Cell_8_Voltage,3.4586325258652515
Cell_9_Voltage,3.4844572705766943
Cell_10_Voltage,3.4115726869823937
Cell_11_Voltage,3.448082145670653
Temp_1,57.05408467355269
Temp_2,57.202117735258305
Temp_3,59.85182348471831
Temp_4,59.05479849920644
Temp_5,58.4579391547034
Temp_6,57.30138875606286
Temp_7,54.490195927009154
Temp_8,59.90279469653345
Module_SOC,35.86620394741913
Module_Max_Voltage,3.5196188133471336
Module_Min_Voltage,3.322784595578341
Module_Max_Temp,59.90279469653345
Module_Avg_Temp,57.91439286588058
Module_Status,9
