Name,Data
Cell_1_Voltage,3.770241241585978
Cell_2_Voltage,3.8025513708112415
Cell_3_Voltage,3.7755496252663683
Cell_4_Voltage,3.8151852832140043
Cell_5_Voltage,3.7564993505529194
Cell_6_Voltage,3.7505627602132052
Cell_7_Voltage,3.806301063729067
Cell_8_Voltage,3.7691042349458597
Cell_9_Voltage,3.876167976886293
Cell_10_Voltage,3.813223706057345
Cell_11_Voltage,3.8226589023707707
Temp_1,59.234344887103774
Temp_2,54.84496213158895
Temp_3,60
Temp_4,59.8266433399221
Temp_5,55.37034177172839
Temp_6,57.61660543030923
Temp_7,55.61865987996694
Temp_8,54.9988138882298
Module_SOC,66.34882966388675
Module_Max_Voltage,3.876167976886293
Module_Min_Voltage,3.7505627602132052
Module_Max_Temp,60
Module_Avg_Temp,57.18879641610615
Module_Status,9
