Name,Data
Cell_1_Voltage,3.3974001668196916
Cell_2_Voltage,3.4668005679873692
Cell_3_Voltage,3.3730596763327494
Cell_4_Voltage,3.445013721709934
Cell_5_Voltage,3.4131924373905544
Cell_6_Voltage,3.3737017315942706
Cell_7_Voltage,3.3789072405948026
Cell_8_Voltage,3.3107345907950196
Cell_9_Voltage,3.345918969689211
Cell_10_Voltage,3.390465587224767
Cell_11_Voltage,3.394010873105485
Temp_1,58.78960902091443
Temp_2,57.62288925754923
Temp_3,58.26636117453865
Temp_4,58.13501179135577
Temp_5,57.491676913794784
Temp_6,60
Temp_7,57.765242115788496
Temp_8,59.27768930864371
Module_SOC,32.49398153972616
Module_Max_Voltage,3.4668005679873692
Module_Min_Voltage,3.3107345907950196
Module_Max_Temp,60
Module_Avg_Temp,58.418559947823134
Module_Status,9
