Name,Data
Cell_1_Voltage,3.4628732119970103
Cell_2_Voltage,3.4428611999767593
Cell_3_Voltage,3.369718024175341
Cell_4_Voltage,3.4692138764467635
Cell_5_Voltage,3.444067321812623
Cell_6_Voltage,3.5466700963263214
Cell_7_Voltage,3.460269791151574
Cell_8_Voltage,3.4544097486821994
Cell_9_Voltage,3.413800669959772
Cell_10_Voltage,3.439881531266039
Cell_11_Voltage,3.4147305975567797
Temp_1,58.388894351336646
Temp_2,58.45060534622492
Temp_3,57.10599404828169
Temp_4,57.59888322997302
Temp_5,59.45903008182043
Temp_6,58.69617352962537
Temp_7,57.86701834718435
Temp_8,59.27375939444144
Module_SOC,37.2613338587211
Module_Max_Voltage,3.5466700963263214
Module_Min_Voltage,3.369718024175341
Module_Max_Temp,59.45903008182043
Module_Avg_Temp,58.355044791110984
Module_Status,9
